Transaction_ID,Date,Customer_ID,Product,Amount,Region
5518308a-de5f-4dd2-9e04-f608abad4dce,2023-08-08,911d1218-aec1-49d2-b997-61d20bf26025,plan,365.56,West
bdba4176-1de4-4ee6-a700-2e57cb6c1df9,2025-02-05,80de68a2-9da6-4179-8815-0c4404c0b322,yet,75.16,North
7257cc1b-6291-44b4-b499-18a249e17898,2020-07-06,ff354794-c8af-4bce-b34f-8d3f4bdd6870,door,471.31,East
b8df8a4b-d767-4e6e-8ae9-c89b06e9c026,2021-06-04,f5121b5a-d002-4c6e-ae83-dd2fe2971a6a,protect,79.34,South
0e69ada2-83ff-4f30-93ba-a7a4cf1aba56,2024-09-12,78e61dd8-57c0-4e65-95d1-22804aaf278f,nation,159.94,North
43f8cb25-fc9c-49e1-b062-5a1c23c01b01,2024-08-21,1901797f-f4d4-4c27-bdbc-94f8b7852bda,future,350.35,North
99b65c46-7e63-4959-be49-4ab0d1f0893c,2020-11-08,c2a9b181-134a-4b2d-aefb-3c88037ff46a,ask,201.46,South
f8e7c1f2-7160-4406-aca7-87db39e2f737,2024-06-12,4c7d74d0-fe23-4ed5-847b-64444646218a,along,159.75,South
30f703e3-bbeb-44a0-8916-61e1dfd314a1,2023-04-26,41651e71-7f3b-484c-bd7a-b8f865626246,police,397.92,North
fa82a05d-4022-4d3d-b739-5c0a028015c4,2021-04-30,79c49d42-f80e-4241-bc6c-d0fab2e08d21,option,310.05,East
8505bac3-1345-4a22-b34a-8e0429614877,2021-08-03,c6a46d63-d2dc-46a0-a1cb-6c228c4495d4,movement,459.86,East
213c9b4d-dcc7-478d-ba6f-0fc47ff138a3,2021-06-09,021c3f4c-5120-4335-a657-6ea24d620a7a,it,193.47,West
837040e1-9131-48d7-878b-e92579a54c01,2020-03-05,d2231858-7e64-4516-9e7a-3e81d5197d5a,yourself,41.87,East
8abe0039-e85d-4025-a8f4-4ba93db23326,2021-06-12,c9787528-4030-4fdc-88e0-f01fc0b906b9,explain,458.54,North
6d9303de-20fc-4d2f-87e3-1b8edba0e13c,2024-03-11,712bad97-f118-4b4c-b7b8-9b427c56ae0f,short,295.2,West
b5d23e08-51e7-40a1-814d-da0f6ce43894,2024-05-09,200b202c-fe96-421b-812c-8d96aff30c7e,without,453.61,North
7ff2f4c2-4b1b-4323-9a41-4f194dc733d8,2022-05-16,7f0ff26b-987e-44f6-9aca-dd0dd54d2587,system,460.05,South
1de5ab63-d2b8-455a-92e4-6abc9127bd82,2024-07-15,cec0e2d0-2317-47e3-ab2d-2ece1c4582df,finish,482.89,East
da19d4cf-9cd1-415a-bd8c-0557d23e1cc7,2021-08-31,83cdac4a-4bd7-481d-8c3a-72f808275e02,soldier,228.4,East
24d54785-8c54-4032-b29c-a687235c0ec5,2023-04-28,330e70d0-2c99-4f22-bd90-ecbbbd1f57d9,say,308.73,East
bdd02b1a-3c23-459c-b24d-ea48805a9d3e,2024-07-16,fdc75d7f-ee6e-4e33-843a-a7f03a37ac45,account,95.64,West
e66a157b-99e4-427f-b9b3-bd1dca89ee6e,2020-11-09,2210464d-35ba-4fd4-95a0-4a785223c373,compare,234.65,East
03533893-7aeb-4567-9d8e-1d12cc7d35ab,2020-03-02,0e14f408-4833-4f47-beed-a800d53d637a,partner,392.16,West
05c05575-1f27-4f8a-9732-f0adaa06ff7a,2023-06-14,60b2fe1b-2e0c-46df-9200-8463b78c5c60,school,66.36,East
f2be2a1c-9acb-4d49-a51a-d4e6e14214d0,2022-09-26,2587d82e-28a2-43bb-914a-5d1877c24be4,present,94.46,North
b44d188b-f5d5-440f-a5e0-a3e7bc836a72,2024-11-23,f75e44e0-8b96-4e9a-a316-8c447adaa971,set,475.8,South
29205845-5e3c-4388-ac08-30b0482137b5,2023-04-30,d3ef264f-c05c-4b1c-a485-f0f9c6d64a92,service,225.89,West
7c6d041f-8c80-4a1d-a361-f0903492c190,2021-05-04,629ac79f-c62d-4b79-a2e6-c16564ee78bd,read,391.79,North
a05955bb-5b6d-4edd-8f4e-cab891797352,2023-03-27,2e3b6951-b43a-4f2f-aa42-6e0b945fd1de,this,414.66,South
204aa035-118e-48b0-933b-d303431963e8,2024-07-29,db7d6a04-b1bd-4a7e-a7c7-3ccdb1c9f096,receive,494.48,South
37953605-ec18-41b1-99ba-e543af50d37c,2023-02-14,21c2aa13-71ab-455e-b649-de932c55328c,age,307.05,East
e6990cd5-05ae-450d-a14b-3c264175f184,2022-11-25,6e962360-2ccc-4f68-8e69-0077bb994b02,business,455.89,East
ee7c743e-fbc7-4b09-9372-3310131457d9,2022-07-30,46190fe4-22f7-407d-af79-24caa5c6ed80,important,475.09,North
bef181b5-aaf7-4465-85e8-faa8e534d34d,2022-05-16,0fce18a6-a4f6-46e1-9c98-e49f5a6c5c82,be,203.7,West
7e42c507-bf9f-432c-a2fc-0899a4e122d6,2023-09-23,9bd13b07-e183-4953-842b-163b9fbdea71,less,388.28,West
7080b23d-e561-41cf-8d0a-11502b31d1f1,2020-01-23,fb3bed4a-2255-43ef-ac70-9b226f794622,soldier,33.44,East
8a594a82-632d-4d49-ad8f-3cfca4ee6ec2,2020-01-26,ed3d8f2d-e9b5-495c-bccd-af8b290a3f3c,day,394.18,North
9bf241d4-5fb9-4e54-a583-12b8fa783d38,2022-02-18,a5c8c3b2-daf6-44b6-8309-8810cfd7d9db,defense,288.03,South
156a245a-6d9d-43ed-ba1d-45dae065e76c,2020-07-04,6cd5c37e-4c62-40a1-8f03-22629d793fb7,maintain,122.32,South
7209aa87-7d47-4bb9-bcde-3c062014a969,2022-09-16,69f2475c-b462-48a5-89da-0d37658d7378,do,114.7,North
5e6435f6-dc7e-4759-92a1-6afba3ffd1e3,2021-03-04,85ae04e6-1035-4c1f-8e00-ed36788e47af,animal,433.24,West
15623d07-897c-4128-b94d-c85f901559b3,2022-09-21,e423dcb0-f47e-4827-82b7-168d26d4244d,avoid,340.25,West
1be38277-11ab-45dc-9c20-7ad3a2e25e11,2024-06-25,65654038-0291-49dc-922a-6d966ab67761,kitchen,30.47,North
bd754e18-c4e4-41ba-8dd5-16943ec854f2,2020-07-03,170c2f55-3e92-424b-9503-09c06ed365fb,positive,452.51,East
e3ba1de2-0340-4d3e-9080-91a54aa771fc,2020-07-30,498d9286-87f1-475e-95a9-53966c260afb,open,205.63,East
8577ce55-d52b-47e8-ba8b-ddfd35cc5f8e,2021-07-30,5d8f2cb1-8102-4a40-b47e-92610d595ae0,finally,222.68,South
021c9ab3-e32f-4c8d-8e8a-9607477f99e8,2023-10-03,da9833fa-48be-4cca-9610-ad79fdf5f8fe,majority,82.68,East
e2132f76-d248-4fae-94f5-536522bc148c,2023-03-23,5fcfbc6d-34d3-4896-a4af-467d8484ec0b,imagine,258.9,West
3bd5590f-ea19-470a-9494-25f279720a95,2021-08-25,c720a45e-2d33-41fd-8cde-38915709210c,sister,459.84,South
4bb82787-e0dd-46bd-8a8d-e444c5b0dc98,2024-07-24,5ba74cb1-1cc8-4611-8ead-e02f0a1e534f,yeah,330.65,North
2c376448-0af8-472e-9bfe-84ca4e678ac9,2021-11-08,e2d19c7f-0dea-4c43-9d34-2d49f91d30a9,world,138.71,South
085536b8-78d7-4a5c-97ba-1b1263338ff0,2025-02-06,1a0fb0fd-510e-483a-be7e-ec2765f459d5,why,357.54,East
3098d29d-7e30-4f00-bf6a-6ea87c854160,2023-02-13,72f5d38c-7329-4571-810d-5a6690e6f658,little,421.46,North
1b3115aa-83ea-4e7c-96d0-1943b072509f,2021-06-17,eaa95804-142f-4ef4-a331-b45522211bdb,support,425.31,West
34f2345d-625d-4c35-8a6d-e6bbc6515d26,2020-09-04,5cd9ee15-665e-44fc-b8f7-01a2d28290b9,certainly,140.8,North
f0a135d7-0f5d-433c-8a84-bf2eae9f8f8f,2024-11-19,62332259-78fa-476d-a00c-da1fe2ed4d6c,professor,14.53,South
d55e766c-2cc5-4d36-a992-b5893504d3ba,2021-04-07,11a63536-a134-44e6-9b2a-0294634f5a18,certainly,55.53,North
e14bf7fc-e29c-48e5-983a-689dba9d28a8,2023-02-03,2fc10e66-8fdf-4130-b2fe-07fb45db9fb6,buy,119.98,North
b1dd018b-60f2-4929-9405-36c6b75029c9,2023-06-29,f46bd2ce-ec90-4812-ac62-ce9ac7c22323,will,213.32,South
904e724b-f441-428a-8575-a3d980110d7c,2020-07-30,97f52502-e61e-4140-b456-5e95a443ae2d,reach,118.65,North
64a34a36-3e69-4cef-be8a-435eb62c8b2b,2024-11-30,6921f811-2635-4855-812d-7d8ee70d2021,society,368.26,North
3d90c1e7-d09a-47b5-8745-c24224194721,2020-01-10,0bd6b373-6175-4930-9bdf-57d15206388f,treat,357.72,East
